MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
59635,7/25/2011,7/25/2011,Male,4,guangzhou,guangdong,CN,28.0,3/31/2014,3,2534,2730.0,0.0,3353,4/29/2012,703,10.5,18,0,0.862212944,2534,0
32044,8/7/2012,8/7/2012,Male,4,fanyu,guangdong,CN,71.0,3/31/2014,3,792,1426.0,0.0,3497,1/14/2013,443,80.0,153,0,0.403402917,792,0
12995,4/5/2009,10/31/2009,Male,4,beijing,beijing,CN,47.0,3/31/2014,7,7920,1450.0,5460.0,9151,1/26/2014,66,102.0,493,0,0.77436455,7920,0
27234,1/13/2011,6/4/2011,Male,4,dalian,liaoning,CN,35.0,3/31/2014,8,3551,0.0,3129.0,11474,12/6/2013,117,76.85714286,224,0,0.572259892,5197,18
28157,3/29/2007,4/28/2007,Male,4,shunde,guangdong,CN,37.0,3/31/2014,7,12838,2888.0,8875.0,17816,2/14/2014,47,54.0,220,0,0.752488213,12838,0
53167,8/5/2009,8/5/2009,Male,4,beijing,,CN,37.0,3/31/2014,3,4744,935.0,3307.0,6184,8/22/2013,223,150.0,239,0,0.77684185,4744,0
12221,6/1/2008,8/4/2008,Male,4,guangzhou,guangdong,CN,35.0,3/31/2014,34,30764,27294.0,3897.0,40102,12/5/2013,118,18.48484848,111,1,0.781663508,31769,4
42144,3/3/2012,3/4/2012,Male,4,xiningshi,qinghaisheng,CN,48.0,3/31/2014,6,4061,1956.0,2769.0,12226,7/11/2013,265,55.2,127,0,0.543677409,4061,0
33300,4/6/2012,3/28/2013,Male,4,shanghai,shanghai,CN,17.0,3/31/2014,2,759,0.0,0.0,4222,4/1/2013,366,4.0,4,0,0.35,759,0
15694,10/20/2012,10/20/2012,Male,4,shenzhen,guangdong,CN,33.0,3/31/2014,10,8831,2600.0,2844.0,11293,9/16/2013,198,36.77777778,144,0,0.863586292,8831,0
5624,8/14/2011,8/14/2011,Male,4,yanji,jilin,CN,23.0,3/31/2014,11,6279,4069.0,994.0,10701,12/30/2013,93,62.6,235,0,0.717024577,6279,0
15471,8/26/2012,8/26/2012,Male,4,dalian,liaoning,CN,37.0,3/31/2014,5,5775,5196.0,869.0,16506,5/26/2013,311,68.25,263,0,0.5324609229999999,5775,0
55774,4/25/2012,5/28/2012,Female,6,haerbin,heilongjiang,CN,57.0,3/31/2014,25,41152,35421.0,2794.0,28743,3/7/2014,25,27.04166667,305,0,1.42230804,41772,4
15983,9/22/2012,9/22/2012,Male,4,shantoushi,guangdongsheng,CN,34.0,3/31/2014,8,6690,2376.0,3524.0,8368,9/11/2013,203,50.57142857,114,0,0.745,6690,0
18444,11/21/2011,3/24/2012,Female,4,foshan,guangdong,CN,40.0,3/31/2014,7,3359,800.0,2851.0,6615,1/22/2014,70,87.83333333,253,0,0.60844898,7466,17
38004,12/1/2004,2/2/2005,Male,4,guangzhoushi,guangdongsheng,CN,42.0,3/31/2014,4,2078,2465.0,928.0,5428,11/28/2013,125,168.33333330000002,500,0,0.6850902729999999,5598,22
57087,3/25/2008,1/14/2009,Male,4,zhuhai,guangdong,CN,46.0,3/31/2014,20,14629,14015.0,1879.0,21126,9/24/2013,190,28.26315789,227,0,0.797448168,14629,0
23856,9/14/2011,9/14/2011,Male,4,shanghai,shanghai,CN,42.0,3/31/2014,5,2900,1280.0,963.0,6286,3/28/2014,4,142.25,445,0,0.693496659,2900,0
44051,6/15/2012,6/15/2012,Female,4,beijing,beijing,CN,28.0,3/31/2014,47,39030,25826.0,14336.0,60295,10/23/2013,161,10.76086957,73,0,0.752108964,39311,1
55460,2/21/2010,4/28/2010,Female,4,guangzhou,guangdong,CN,35.0,3/31/2014,10,4917,0.0,6655.0,14313,11/24/2013,129,25.22222222,91,0,0.528446168,4917,0
57563,2/3/2008,2/3/2008,Male,4,haerbin,heilongjiang,CN,56.0,3/31/2014,8,6768,1470.0,4670.0,9526,2/14/2014,47,93.14285714,197,0,0.717812303,6768,0
55123,2/17/2007,4/26/2013,Male,4,changsha,hunan,CN,42.0,3/31/2014,6,6637,0.0,5775.0,7523,2/28/2014,33,61.6,142,0,0.878879436,6637,0
900,11/1/2006,7/28/2007,Male,4,guangzhou,guangdong,CN,42.0,3/31/2014,5,4848,1410.0,3616.0,6850,8/4/2013,241,105.0,289,0,0.737610219,4848,0
35502,1/24/2006,1/26/2006,Male,4,shenyangshi,liaoningsheng,CN,57.0,3/31/2014,3,4874,4800.0,0.0,5341,9/25/2012,554,83.0,160,0,1.0,4874,0
7042,11/22/2012,11/24/2012,Male,4,guangzhou,guangdong,CN,38.0,3/31/2014,12,11646,5087.0,6909.0,18859,2/14/2014,47,40.63636364,132,0,0.706901745,11646,0
26359,9/6/2010,9/6/2010,Male,4,hashi,heilongjiang,CN,35.0,3/31/2014,11,19878,240.0,12966.0,27580,3/25/2014,7,65.0,379,0,0.6669202320000001,21278,1
21120,2/12/2008,3/31/2008,Male,6,shanghai,shanghai,CN,35.0,3/31/2014,21,22462,6980.0,8132.0,26346,3/16/2014,16,33.15,115,4,0.939051848,25750,9
23122,3/11/2011,5/16/2011,Male,4,shanghai,shanghai,CN,37.0,3/31/2014,2,2398,0.0,580.0,2706,6/4/2013,302,179.0,179,0,0.98240946,2398,0
31464,2/9/2010,2/9/2010,Male,4,,,US,41.0,3/31/2014,3,7679,8272.0,0.0,7554,5/11/2012,691,6.5,7,0,1.0847498009999998,7679,0
21445,6/20/2008,11/22/2008,Male,4,beijing,beijing,CN,36.0,3/31/2014,3,1685,1446.0,0.0,3588,11/17/2012,501,2.0,4,0,0.641583055,1685,0
25671,3/4/2013,3/4/2013,Female,4,.,beijing,CN,37.0,3/31/2014,11,5840,1790.0,4302.0,7478,2/26/2014,35,35.9,90,0,0.843347152,5840,0
57280,6/30/2008,8/2/2008,Male,4,shanghai,shanghai,CN,43.0,3/31/2014,5,3783,,0.0,8457,10/23/2012,526,50.25,169,1,0.609973986,3783,1
4595,6/17/2010,7/28/2010,Male,4,HONG KONG,,CN,52.0,3/31/2014,5,4570,1540.0,3649.0,5299,12/18/2013,105,134.5,328,0,0.983134554,4570,0
51360,12/3/2012,12/9/2012,Male,4,beijing,beijing,CN,37.0,3/31/2014,3,4555,5084.0,0.0,8185,12/16/2012,472,3.5,4,0,0.80222358,4555,0
46421,10/25/2009,12/27/2009,Female,4,shenzhen,guangdong,CN,53.0,3/31/2014,3,0,1710.0,0.0,8013,11/20/2012,498,88.0,162,0,0.25,0,0
37697,4/7/2012,7/9/2013,Male,4,shanghai,shanghai,CN,27.0,3/31/2014,6,6467,0.0,2970.0,8170,1/27/2014,65,40.4,91,0,0.80800612,6467,0
7737,2/15/2012,2/15/2012,Female,4,Yesan-gun,Chungcheongnam-do,KR,66.0,3/31/2014,2,1000,3272.0,0.0,1160,8/24/2012,586,24.0,24,0,0.9,1000,0
35984,12/8/2005,1/4/2006,Male,4,,,HK,59.0,3/31/2014,36,5122,5042.0,5245.0,19868,2/26/2014,35,19.8,88,4,0.307729011,29122,6
45007,12/2/2007,3/8/2014,Male,4,guangzhoushi,guangdong,CN,32.0,3/31/2014,2,980,0.0,1099.0,1700,3/25/2014,7,17.0,17,0,0.618564706,980,0
26920,4/25/2008,4/25/2008,Male,4,haerbin,heilongjiang,CN,53.0,3/31/2014,22,20158,3960.0,10280.0,39914,3/18/2014,14,32.85714286,165,0,0.669498672,20158,0
61488,3/24/2013,3/24/2013,Male,4,foshanshi,guangdong,CN,37.0,3/31/2014,5,10039,1988.0,7259.0,17432,3/28/2014,4,92.5,146,0,0.7010302890000001,11196,5
3671,9/10/2008,11/10/2009,Male,4,REDONDO BEACH,,US,47.0,3/31/2014,2,23264,7020.0,0.0,24464,8/29/2012,581,12.0,12,0,0.8,23264,0
11771,11/7/2008,3/30/2009,Male,4,guangzhou,guangdong,CN,47.0,3/31/2014,5,5158,5312.0,0.0,7135,11/26/2012,492,18.75,65,0,0.785178697,5158,0
15184,2/10/2012,5/22/2012,Female,4,guangzhou,guangdong,CN,30.0,3/31/2014,4,2725,840.0,1860.0,5408,2/22/2014,39,213.6666667,343,0,0.7134153109999999,2725,0
46920,10/30/2012,11/7/2012,Male,4,beijing,beijing,CN,38.0,3/31/2014,8,7711,4024.0,3467.0,9827,5/16/2013,321,27.14285714,77,0,0.844072453,7711,0
26879,1/31/2008,2/4/2008,Male,4,haerbin,heilongjiang,CN,61.0,3/31/2014,19,16693,8208.0,8937.0,21343,1/23/2014,69,30.38888889,77,3,0.849162723,18693,5
47418,9/9/2005,4/28/2006,Male,4,beijing,beijing,CN,47.0,3/31/2014,24,23215,6914.0,13535.0,28272,1/12/2014,80,27.65217391,109,0,0.822965478,23215,0
58358,3/15/2013,5/7/2013,Male,4,guangzhou,guangdong,CN,49.0,3/31/2014,2,674,0.0,1336.0,3674,7/5/2013,271,59.0,59,0,0.504703321,674,0
40409,6/28/2010,6/29/2010,Male,4,shantou,guangdong,CN,41.0,3/31/2014,12,6393,2890.0,5457.0,10922,3/18/2014,14,62.54545455,251,0,0.737541659,6393,0
39835,4/25/2010,4/25/2010,Male,4,shenzhen,guangdong,CN,34.0,3/31/2014,2,1572,0.0,2275.0,4154,5/8/2013,329,7.0,7,0,0.65,1572,0
34594,8/1/2010,8/25/2010,Female,4,shanghai,,CN,30.0,3/31/2014,2,2706,1810.0,0.0,3040,5/13/2012,689,2.0,2,0,1.0,2706,0
25002,1/19/2013,1/19/2013,Female,4,Yangcheon-gu,Seoul,KR,46.0,3/31/2014,2,1024,1510.0,1550.0,2902,7/24/2013,252,186.0,186,0,0.75,1024,0
1941,2/6/2013,6/13/2013,Male,4,chengdu,sichuan,CN,48.0,3/31/2014,5,1705,0.0,2098.0,2655,7/28/2013,248,11.25,19,0,0.6659999999999999,1705,0
24366,6/14/2012,6/14/2012,Male,4,changchunshi,jilinsheng,CN,35.0,3/31/2014,4,2225,1344.0,686.0,4940,7/12/2013,264,131.0,389,0,0.6311943320000001,2225,0
62755,7/2/2008,7/2/2008,Male,4,shenyang,liaoning,CN,48.0,3/31/2014,12,7466,5340.0,2037.0,12677,8/18/2013,227,43.45454545,130,1,0.665220478,7466,1
31946,4/9/2011,5/17/2013,Male,4,changchunshi,jilinsheng,CN,39.0,3/31/2014,17,14199,0.0,13590.0,20659,3/22/2014,10,19.375,60,0,0.781695145,14199,0
50328,7/5/2012,7/5/2012,Male,4,Yongin-si,Gyeonggi-do,KR,74.0,3/31/2014,3,952,3400.0,0.0,3533,9/17/2012,562,37.0,63,0,0.75,952,0
9053,11/17/2010,12/3/2012,Female,4,dalian,liaoning,CN,27.0,3/31/2014,4,2710,178.0,3199.0,6403,10/3/2013,181,101.3333333,174,0,0.58099797,2710,0
16804,10/7/2009,10/7/2009,Male,4,shenzhen,guangdong,CN,39.0,3/31/2014,2,1036,0.0,1678.0,2820,3/9/2014,23,7.0,7,0,0.613829787,1036,0
4945,8/29/2011,11/7/2011,Male,4,guangzhou,guangdong,CN,47.0,3/31/2014,10,13768,2840.0,7982.0,36118,2/23/2014,38,64.33333333,164,0,0.607396866,13768,0
20992,12/30/2008,12/30/2008,Male,4,beijing,beijing,CN,,3/31/2014,2,1756,0.0,1875.0,1549,4/18/2013,349,10.0,10,0,1.222724338,1756,0
27945,10/13/2006,5/22/2007,Male,6,shenzhen,guangdong,CN,66.0,3/31/2014,26,121499,19055.0,83018.0,94249,3/10/2014,22,23.4,90,0,1.178456641,133391,4
56142,2/7/2005,8/10/2005,Male,6,.,beijing,CN,46.0,3/31/2014,39,59992,30676.0,27312.0,56993,2/4/2014,57,17.34210526,89,10,1.1158591409999998,61790,13
27681,3/11/2006,5/16/2007,Female,4,taibei,/,TW,61.0,3/31/2014,4,2398,1317.0,0.0,2263,11/20/2013,133,140.0,363,0,0.736204154,2398,0
59169,7/2/2010,7/2/2010,Male,4,HK,HK,HK,46.0,3/31/2014,6,2400,3352.0,1710.0,2478,7/2/2013,274,88.4,156,0,0.778333333,2400,0
29737,9/10/2007,6/6/2011,Male,4,tianjin,tianjin,CN,37.0,3/31/2014,2,0,0.0,1618.0,5420,5/20/2013,317,2.0,2,0,0.35,0,0
15780,4/28/2012,7/30/2012,Female,4,baoshan,yunnan,CN,41.0,3/31/2014,9,2100,0.0,422.0,3357,2/21/2014,40,71.375,343,0,0.635555556,2100,0
28182,4/9/2007,4/2/2008,Male,4,,,PH,45.0,3/31/2014,2,2455,1280.0,0.0,2805,9/30/2012,549,39.0,39,0,1.0,2455,0
48031,1/11/2008,1/16/2008,Male,4,beijing,beijing,CN,63.0,3/31/2014,9,6656,700.0,2077.0,7299,12/7/2013,116,61.25,225,0,0.991454994,6656,0
30550,10/23/2008,2/27/2009,Male,4,guangzhou,guangdong,CN,42.0,3/31/2014,2,3479,3663.0,0.0,3621,5/12/2012,690,29.0,29,0,1.134576084,3479,0
2693,3/15/2008,6/5/2008,Male,4,shenzhen,guangdong,CN,46.0,3/31/2014,7,3804,3269.0,1318.0,9466,10/6/2013,178,72.5,283,0,0.564179168,3804,0
62811,9/11/2007,9/11/2007,Female,4,HRB,heilongjiang,CN,42.0,3/31/2014,2,0,0.0,1778.0,6238,5/25/2013,312,3.0,3,0,0.35,0,0
21175,7/26/2008,10/31/2008,Male,6,.,beijing,CN,48.0,3/31/2014,2,3612,0.0,3426.0,2421,12/22/2013,101,0.0,0,0,1.41,3612,0
38870,2/24/2008,1/15/2010,Male,4,beijing,beijing,CN,42.0,3/31/2014,7,2442,1717.0,3077.0,10231,3/1/2014,31,116.0,643,0,0.515859642,2442,0
56441,10/26/2005,5/30/2006,Male,4,wuhan,hubei,CN,40.0,3/31/2014,19,14193,4048.0,10447.0,18763,3/28/2014,4,28.05555556,144,2,0.782146245,14193,2
23470,5/26/2011,5/26/2011,Male,4,nanjing,jiangsu,CN,48.0,3/31/2014,14,6452,6930.0,1235.0,11186,12/28/2013,95,46.84615385,240,0,0.694285714,6452,0
26795,3/2/2008,3/2/2008,Female,4,changchun,jilin,CN,47.0,3/31/2014,2,2396,0.0,2412.0,6840,3/2/2014,30,1.0,1,0,0.455,2396,0
45935,4/20/2006,4/20/2006,Male,4,beijing,beijing,CN,51.0,3/31/2014,9,5340,4850.0,2003.0,14537,1/4/2014,88,61.5,347,0,0.622308592,5340,0
34448,2/16/2013,2/16/2013,Male,4,wuchuan,guangdong,CN,27.0,3/31/2014,2,1466,1062.0,754.0,2578,9/29/2013,185,225.0,225,0,0.72746315,1466,0
47513,6/15/2007,6/16/2007,Male,4,guiyang,guizhou,CN,,3/31/2014,17,14264,14426.0,1200.0,23330,1/16/2014,76,40.625,462,0,0.7383982,14264,0
7274,3/6/2013,7/19/2013,Male,4,lianyungang,jiangsu,CN,31.0,3/31/2014,11,8918,0.0,9016.0,17160,2/21/2014,40,21.7,75,0,0.655454545,8918,0
10146,5/3/2007,8/5/2007,Male,4,shamen,fujian,CN,36.0,3/31/2014,4,3982,0.0,3141.0,5224,7/12/2013,264,17.33333333,41,0,0.772461715,3982,0
15929,8/21/2012,3/16/2013,Male,4,guangzhou,guangdong,CN,35.0,3/31/2014,12,5280,320.0,7909.0,15832,2/28/2014,33,31.72727273,153,0,0.526771097,5280,0
40231,3/1/2010,5/31/2010,Male,4,shenzhen,guangdong,CN,51.0,3/31/2014,2,345,658.0,0.0,1870,10/2/2012,547,37.0,37,0,0.35,345,0
15008,4/1/2012,7/5/2012,Male,4,KOBE-SHI,HYOGO-KEN,JP,47.0,3/31/2014,5,7402,5586.0,3422.0,11767,11/12/2013,141,123.75,468,0,0.7539066879999999,8398,2
52976,4/9/2011,4/9/2011,Male,4,foshan,guangdong,CN,39.0,3/31/2014,6,5249,5473.0,1098.0,9047,4/9/2013,358,31.8,123,0,0.803398917,5278,1
56829,10/20/2007,8/23/2008,Female,5,anshan,liaoning,CN,48.0,3/31/2014,39,31587,3941.0,22244.0,51922,3/19/2014,13,18.34210526,108,5,0.7590243059999999,33126,5
32750,9/9/2011,9/9/2011,Male,4,.,beijing,CN,67.0,3/31/2014,9,8773,8931.0,920.0,11862,8/31/2013,214,62.375,236,0,0.857674928,8773,0
21587,2/20/2012,2/20/2012,Male,4,jinanshi,shandongsheng,CN,35.0,3/31/2014,4,3175,1824.0,1514.0,3546,3/30/2014,2,223.6666667,359,0,0.907876481,3175,0
38911,9/20/2008,4/14/2009,Male,4,nanning,guangxi,CN,37.0,3/31/2014,8,7446,6585.0,1613.0,11120,8/2/2013,243,52.0,319,0,0.858154676,8946,1
27678,3/2/2006,3/2/2006,Male,5,shenzhen,guangdong,CN,44.0,3/31/2014,60,106246,50783.0,39363.0,98083,3/27/2014,5,12.15254237,41,11,1.175007596,114233,17
16811,11/11/2009,7/20/2010,Female,4,changchun,jilin,CN,40.0,3/31/2014,13,12305,4140.0,755.0,17636,11/15/2013,138,35.58333333,187,0,0.761474257,13805,1
51884,10/1/2012,3/3/2013,Female,4,shenzhenshi,guangdongsheng,CN,27.0,3/31/2014,11,5057,1044.0,1311.0,17382,2/14/2014,47,34.8,121,0,0.340146703,5057,0
51269,5/1/2012,5/1/2012,Male,4,jilinshi,jilinsheng,CN,51.0,3/31/2014,30,39502,45107.0,2291.0,79478,6/18/2013,288,14.24137931,123,0,0.7046278220000001,39502,0
35633,2/2/2007,3/9/2014,Female,4,changchunshi,jilinsheng,CN,,3/31/2014,2,1845,0.0,1659.0,3643,3/10/2014,22,1.0,1,0,0.485981334,1845,0
14938,9/10/2011,9/10/2011,Male,4,beijing,beijing,CN,42.0,3/31/2014,3,2273,2333.0,0.0,4266,10/12/2012,537,1.0,1,0,0.591690108,2273,0
55943,11/24/2012,6/22/2013,Male,4,guangzhou,guangdong,CN,30.0,3/31/2014,2,941,0.0,1467.0,2742,9/3/2013,211,73.0,73,0,0.58,941,0
35422,10/20/2011,11/3/2011,Male,4,chengdu,sichuan,CN,42.0,3/31/2014,5,3301,2025.0,1078.0,3671,12/12/2013,111,87.0,305,0,0.829122855,3834,1
26727,1/27/2007,2/1/2007,Female,4,yanjishi,jilinsheng,KR,54.0,3/31/2014,7,3980,1854.0,5314.0,7622,2/2/2014,59,86.0,166,0,0.678437418,3980,0
48746,11/12/2009,11/25/2010,Male,4,changan,shanxi,CN,48.0,3/31/2014,3,2015,2092.0,0.0,3585,11/27/2012,491,117.0,226,0,0.652845188,2015,0
43498,3/11/2013,3/18/2013,Male,4,qingdao,shandong,CN,47.0,3/31/2014,14,9173,880.0,10397.0,14713,1/23/2014,69,23.92307692,91,0,0.748756202,9173,0
44668,7/18/2008,7/18/2008,Female,4,shenyangshi,liaoning,CN,40.0,3/31/2014,14,5167,0.0,6235.0,10094,3/16/2014,16,22.76923077,46,1,0.655,5167,1
57765,7/3/2009,7/26/2009,Male,4,xinxiang,henan,CN,44.0,3/31/2014,12,11494,10773.0,850.0,16453,5/25/2013,312,38.09090909,167,0,0.780085699,11494,0
9615,4/3/2006,3/3/2007,Male,4,yichang,hubei,CN,45.0,3/31/2014,7,4562,2484.0,1873.0,5722,7/3/2013,273,56.83333333,103,0,0.797133869,4562,0
45283,6/14/2011,12/23/2013,Male,4,shenyang,liaoning,CN,44.0,3/31/2014,4,2074,0.0,2240.0,2596,3/18/2014,14,28.66666667,45,0,0.8,2074,0
12544,8/9/2008,9/9/2008,Male,4,beijing,beijing,CN,47.0,3/31/2014,3,3305,1260.0,0.0,3731,9/12/2012,567,30.0,46,0,0.922272849,3305,0
43532,3/23/2013,3/23/2013,Male,4,beijing,.,CN,33.0,3/31/2014,16,10336,2070.0,8135.0,11040,2/26/2014,35,22.66666667,172,0,0.924375,10336,0
25951,8/31/2010,8/31/2010,Male,4,dalian,liaoning,CN,44.0,3/31/2014,12,9998,1130.0,8938.0,17101,3/23/2014,9,65.27272727,372,0,0.688676686,9998,0
18872,6/24/2006,7/7/2006,Male,4,shantou,guangdong,CN,45.0,3/31/2014,3,3588,0.0,4749.0,10417,10/29/2013,155,44.0,67,0,0.616615148,4088,1
29835,3/13/2008,3/13/2008,Male,4,nanjing,jiangsu,CN,35.0,3/31/2014,3,2030,0.0,2432.0,3684,3/31/2014,1,108.0,200,0,0.638159609,2030,0
59397,4/5/2012,4/23/2012,Male,4,beijing,beijing,CN,35.0,3/31/2014,9,7291,4200.0,3094.0,9709,2/24/2014,37,84.0,248,0,0.7986672159999999,7291,0
15245,2/15/2012,2/15/2012,Male,4,wuyishan,fujian,CN,39.0,3/31/2014,4,5508,0.0,3976.0,8198,8/5/2013,240,8.333333332999999,25,0,0.7006684559999999,5508,0
28131,3/14/2007,4/16/2007,Male,5,guangzhou,guangdong,CN,41.0,3/31/2014,45,17616,9171.0,16009.0,35435,3/3/2014,29,12.77272727,60,0,0.706820375,18666,0
60532,12/3/2012,12/3/2012,Male,4,dalian,liaoning,CN,46.0,3/31/2014,2,2599,2052.0,0.0,3240,3/19/2013,379,106.0,106,0,0.7599382720000001,2599,0
357,3/29/2012,7/14/2012,Male,4,beijing,beijing,CN,34.0,3/31/2014,14,12326,1080.0,12103.0,19495,3/13/2014,19,46.76923077,277,0,0.7604760190000001,14645,24
59257,6/16/2011,6/18/2011,Male,4,foshan,guangdong,CN,38.0,3/31/2014,11,3655,0.0,6353.0,11008,3/31/2014,1,34.3,202,0,0.530727653,3655,0
35634,4/1/2007,4/1/2007,Male,4,changchun,jilin,CN,41.0,3/31/2014,2,4736,3672.0,0.0,5260,9/17/2012,562,9.0,9,0,0.9,4736,0
18511,5/29/2012,2/18/2013,Male,4,guangzhou,guangdong,CN,40.0,3/31/2014,4,2917,2683.0,1227.0,7773,11/22/2013,131,92.33333333,179,0,0.686145632,3430,13
30688,4/11/2009,4/11/2009,Male,4,shanghai,shanghai,CN,43.0,3/31/2014,40,30198,26410.0,2225.0,37749,4/21/2013,346,9.58974359,31,0,0.816581896,30198,2
3610,12/1/2008,12/1/2008,Male,4,jiujiang,jiangxi,CN,62.0,3/31/2014,6,4498,1644.0,1189.0,9406,11/20/2013,133,103.4,272,0,0.6235487989999999,4498,0
38799,10/31/2007,3/31/2008,Female,4,shanghai,shanghai,CN,39.0,3/31/2014,10,11132,6682.0,2111.0,14201,11/23/2013,130,57.0,169,3,0.927498064,11132,3
36669,4/28/2006,10/17/2006,Male,4,guangzhou,guangdong,CN,46.0,3/31/2014,4,2088,3325.0,0.0,6505,10/8/2012,541,36.66666667,86,0,0.561544965,2088,0
5293,5/14/2011,5/27/2011,Male,4,liuhe,jiangsu,CN,39.0,3/31/2014,2,1276,1615.0,0.0,2618,10/8/2012,541,4.0,4,0,0.6957792209999999,1276,0
29311,9/10/2005,9/10/2005,Male,4,zhongshan,guangdong,CN,35.0,3/31/2014,4,3457,0.0,3774.0,7978,2/10/2014,51,80.0,128,0,0.55165455,7281,17
37714,5/8/2012,8/8/2012,Female,4,shanghai,shanghai,CN,27.0,3/31/2014,4,3964,2503.0,1316.0,5658,6/18/2013,288,104.6666667,169,0,0.730600919,13964,1
18145,8/18/2009,3/22/2014,Male,4,guangzhou,guangdong,CN,37.0,3/31/2014,2,1841,0.0,2160.0,3106,3/24/2014,8,2.0,2,0,0.725,7072,26
3129,8/8/2008,7/20/2009,Female,4,beijing,beijing,CN,35.0,3/31/2014,5,4609,0.0,4012.0,6004,2/13/2014,48,34.0,66,0,0.724237175,4609,0
38485,9/6/2007,10/15/2007,Male,4,shanghai,shanghai,CN,39.0,3/31/2014,2,968,0.0,938.0,2750,12/18/2013,105,314.0,314,1,0.6849890909999999,968,1
4113,4/14/2009,12/14/2009,Male,4,dongguan,guangdong,CN,51.0,3/31/2014,2,856,1260.0,0.0,2390,11/13/2012,505,2.0,2,0,0.5,856,0
30967,3/28/2009,7/13/2009,Male,4,changchun,jilin,CN,57.0,3/31/2014,13,20441,5400.0,12103.0,21418,3/27/2014,5,60.08333333,233,0,1.054845924,20441,0
30821,3/21/2009,8/22/2009,Male,4,,,HK,42.0,3/31/2014,3,1214,1304.0,400.0,1705,1/14/2014,78,281.0,358,0,0.678815249,1214,0
20596,9/9/2007,9/9/2007,Female,5,guangzhou,guangdong,CN,37.0,3/31/2014,22,31094,22751.0,15443.0,23961,3/26/2014,6,33.57142857,139,0,1.386270189,39540,1
45727,6/1/2006,6/15/2006,Male,4,guangzhou,guangdong,CN,37.0,3/31/2014,36,26208,15280.0,15173.0,56645,2/28/2014,33,19.4,111,1,0.5941597670000001,26208,1
8868,6/7/2006,11/18/2006,Female,4,wulumuqishi,xinjiang,CN,39.0,3/31/2014,2,765,,0.0,1146,9/17/2012,562,6.0,6,0,0.7976439790000001,765,0
53884,10/28/2008,10/28/2008,Male,4,haerbin,heilongjiang,CN,43.0,3/31/2014,2,2585,0.0,2093.0,2020,3/26/2014,6,1.0,1,0,1.09,2585,0
45505,12/25/2012,9/5/2013,Male,4,guangzhou,guangdong,CN,36.0,3/31/2014,3,662,0.0,1315.0,3061,3/19/2014,13,98.0,170,0,0.426383535,2855,14
33994,10/23/2012,10/31/2012,Male,4,wulumuqi,xinjiang,CN,32.0,3/31/2014,2,2084,1768.0,0.0,5762,11/16/2012,502,16.0,16,0,0.4,2084,0
24236,1/16/2012,1/17/2012,Male,4,beijing,beijing,CN,46.0,3/31/2014,11,12782,6220.0,0.0,12350,8/28/2012,582,9.8,54,0,1.104,12782,1
50825,4/17/2012,9/12/2012,Male,4,guangzhou,guangdong,CN,42.0,3/31/2014,16,13985,8535.0,5862.0,21430,9/16/2013,198,24.6,151,0,0.705317312,13985,0
11523,7/6/2007,7/17/2007,Male,6,shenzhen,guangdong,CN,49.0,3/31/2014,68,175383,62056.0,93021.0,135374,3/31/2014,1,10.46268657,39,2,1.349375212,201197,11
7067,10/15/2012,10/15/2012,Male,5,foshan,guangdong,CN,38.0,3/31/2014,44,37331,11172.0,30289.0,67114,3/31/2014,1,12.39534884,57,0,0.7061735259999999,39783,0
21467,7/12/2008,7/12/2008,Male,4,nanhai,guangdong,CN,35.0,3/31/2014,3,3547,3421.0,0.0,6006,3/7/2013,391,116.0,158,0,0.72004662,3547,0
55547,10/17/2010,2/5/2012,Female,4,shenzhen,guangdong,CN,29.0,3/31/2014,3,9291,2140.0,5802.0,9151,8/17/2013,228,91.0,93,1,1.057261501,11791,5
16265,3/1/2013,6/8/2013,Male,4,qiyu,chuanyue,JP,51.0,3/31/2014,3,1471,0.0,1898.0,3423,2/8/2014,53,122.5,135,0,0.599141104,1471,0
31056,6/14/2009,7/15/2009,Male,4,shanghai,shanghai,CN,41.0,3/31/2014,12,5549,5002.0,1069.0,11265,2/26/2014,35,59.54545455,172,0,0.697326232,5549,0
16740,12/20/2009,11/22/2012,Male,4,changchun,jilin,CN,47.0,3/31/2014,3,4247,960.0,3174.0,4849,10/25/2013,159,168.5,329,0,0.935392865,4247,0
31711,5/22/2012,5/22/2012,Male,4,guangzhou,guangdong,CN,56.0,3/31/2014,2,1908,1785.0,0.0,3934,6/1/2012,670,10.0,10,0,0.525,1908,0
47012,2/25/2013,3/28/2013,Male,4,guangzhou,guangdong,CN,28.0,3/31/2014,8,11758,2550.0,9199.0,11789,3/14/2014,18,50.28571429,136,0,1.085566206,11758,0
22683,3/23/2010,3/23/2010,Male,4,xiangfan,hubei,CN,46.0,3/31/2014,10,5351,2673.0,2811.0,8885,1/15/2014,77,54.55555556,170,0,0.7175239170000001,5351,0
